Trial,Accuracy,Duration,Params,BestAccuracy
40,0.8196378830083565,110.53518509864807,"{'n_estimators': 162, 'eta': 0.06130358009422232, 'max_depth': 13, 'subsample': 0.7708475916497516, 'colsample_bytree': 0.9950646789809887, 'gamma': 6.098881152247012, 'reg_lambda': 8.338861391877831, 'reg_alpha': 1.7640523102684231, 'grow_policy': 'depthwise'}",0.8266016713091922
41,0.8244306078977552,178.10266828536987,"{'n_estimators': 288, 'eta': 0.11757893607021944, 'max_depth': 14, 'subsample': 0.7050056764479946, 'colsample_bytree': 0.5732240694546098, 'gamma': 5.530822476744962, 'reg_lambda': 8.979914150854183, 'reg_alpha': 1.025300903073624, 'grow_policy': 'depthwise'}",0.8266016713091922
42,0.825454694412584,207.1921284198761,"{'n_estimators': 325, 'eta': 0.11938791764286066, 'max_depth': 14, 'subsample': 0.8465758913295398, 'colsample_bytree': 0.5684899728854949, 'gamma': 5.102000422593516, 'reg_lambda': 9.529577080638315, 'reg_alpha': 1.2100062428047227, 'grow_policy': 'depthwise'}",0.8266016713091922
43,0.8240619367524168,129.1184422969818,"{'n_estimators': 352, 'eta': 0.20666345358963606, 'max_depth': 15, 'subsample': 0.8452018503214249, 'colsample_bytree': 0.49505858294501054, 'gamma': 4.966354904143227, 'reg_lambda': 9.679181798274435, 'reg_alpha': 2.348870128091678, 'grow_policy': 'depthwise'}",0.8266016713091922
44,0.8250860232672457,126.912606716156,"{'n_estimators': 450, 'eta': 0.25499606365919975, 'max_depth': 13, 'subsample': 0.7935286602355965, 'colsample_bytree': 0.2578737445266002, 'gamma': 4.55915333929253, 'reg_lambda': 6.186071311959493, 'reg_alpha': 0.5064460147200127, 'grow_policy': 'depthwise'}",0.8266016713091922
45,0.8245125348189415,87.55102133750916,"{'n_estimators': 441, 'eta': 0.24091869987683556, 'max_depth': 12, 'subsample': 0.9255051821780966, 'colsample_bytree': 0.2350914981666643, 'gamma': 4.692033286044633, 'reg_lambda': 6.018464280380446, 'reg_alpha': 1.5050739106089828, 'grow_policy': 'depthwise'}",0.8266016713091922
46,0.7866213337702769,19.134369373321533,"{'n_estimators': 493, 'eta': 0.1815039139037293, 'max_depth': 13, 'subsample': 0.017514764151364437, 'colsample_bytree': 0.40651730576349243, 'gamma': 2.9417532675872664, 'reg_lambda': 6.526450062860038, 'reg_alpha': 1.3136827316509476, 'grow_policy': 'depthwise'}",0.8266016713091922
47,0.8241848271341963,142.51907420158386,"{'n_estimators': 329, 'eta': 0.11532372248551553, 'max_depth': 12, 'subsample': 0.7898838739025774, 'colsample_bytree': 0.2722961392440465, 'gamma': 4.366319572994776, 'reg_lambda': 4.960891248620465, 'reg_alpha': 0.6766560790538501, 'grow_policy': 'depthwise'}",0.8266016713091922
48,0.8259462559397018,85.58730483055115,"{'n_estimators': 410, 'eta': 0.3619493710964289, 'max_depth': 14, 'subsample': 0.9339381704366592, 'colsample_bytree': 0.1925546755335874, 'gamma': 3.6038435019236665, 'reg_lambda': 7.7227921576860625, 'reg_alpha': 2.1098252045962163, 'grow_policy': 'depthwise'}",0.8266016713091922
49,0.82111256758971,75.21049118041992,"{'n_estimators': 415, 'eta': 0.26485127214852877, 'max_depth': 14, 'subsample': 0.6552759501184834, 'colsample_bytree': 0.18129089118519348, 'gamma': 3.589336672047327, 'reg_lambda': 7.527404584077855, 'reg_alpha': 2.201461294024615, 'grow_policy': 'depthwise'}",0.8266016713091922
